ASV,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Domain,Phylum,Class,Order,Family,Genus,Species,DADA2_ID,Compartment,Treatment,ASV_Label,Condition,Label_full
ASV_1156,6.073275780256223,-22.14321791918362,3.996218326488749,-5.5410430837595435,3.0067522339143814e-8,8.044428931281841e-6,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,Novosphingobium,A. thaliana,e75d217f9e2c20a169430623b6c1ce00,Root,meJA 0.1mM,ASV_1156 (Sphingomonadaceae),A. thaliana-Root-meJA 0.1mM,Sphingomonadaceae | Novosphingobium_ASV-1156
ASV_728,45.92892512045138,-20.08691598217989,4.00135295035657,-5.020031032351169,5.16631326592456e-7,6.61063475722434e-5,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,NA,A. thaliana,a7875d016a09fb3df0ed2ab7486da4d6,Root,meJA 0.1mM,ASV_728 (Sphingomonadaceae),A. thaliana-Root-meJA 0.1mM,Sphingomonadaceae | ASV-728
ASV_338,156.37256268472828,25.97925369903428,3.9946509176858136,6.503510377844134,7.846700585950975e-11,2.7648063745908973e-8,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,Sphingomonas,A. thaliana,d8905c47f44267d633164a4411a20757,Root,meJA 1mM,ASV_338 (Sphingomonadaceae),A. thaliana-Root-meJA 1mM,Sphingomonadaceae | Sphingomonas_ASV-338
ASV_698,53.57611479170357,24.173197568577137,3.994890730312587,6.051028476237112,1.4392400182812926e-9,1.1483079288715742e-7,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,Sphingobium,A. thaliana,5e95f82463d5235d9bea7e398e01e48d,Root,meJA 1mM,ASV_698 (Sphingomonadaceae),A. thaliana-Root-meJA 1mM,Sphingomonadaceae | Sphingobium_ASV-698
ASV_1148,5.86079512086306,21.593490843669226,3.9978541018913223,5.401270354877053,6.617061026998529e-8,1.8951941454249633e-6,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,Sphingomonas,A. thaliana,4d53aa29f8b5ced42534a603fd48ac06,Root,meJA 1mM,ASV_1148 (Sphingomonadaceae),A. thaliana-Root-meJA 1mM,Sphingomonadaceae | Sphingomonas_ASV-1148
ASV_1156,6.073275780256223,-21.4431887804789,3.996218326488749,-5.365870187407857,8.055986806059159e-8,2.194765185943434e-6,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,Novosphingobium,A. thaliana,e75d217f9e2c20a169430623b6c1ce00,Root,meJA 1mM,ASV_1156 (Sphingomonadaceae),A. thaliana-Root-meJA 1mM,Sphingomonadaceae | Novosphingobium_ASV-1156
ASV_1156,6.073275780256223,-21.954336499129766,4.486891831553349,-4.892994376360805,9.931324536725246e-7,1.5307859759520164e-4,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,Novosphingobium,A. thaliana,e75d217f9e2c20a169430623b6c1ce00,Root,Caterpillar OS,ASV_1156 (Sphingomonadaceae),A. thaliana-Root-Caterpillar OS,Sphingomonadaceae | Novosphingobium_ASV-1156
ASV_577,59.85499216490126,-19.9846610935095,4.489982679923491,-4.450943916302599,8.54936693352149e-6,6.45148381675737e-4,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,Hephaestia,A. thaliana,a1b9d133567f3a658c7e1bf536f35ef1,Root,Caterpillar OS,ASV_577 (Sphingomonadaceae),A. thaliana-Root-Caterpillar OS,Sphingomonadaceae | Hephaestia_ASV-577
ASV_728,45.92892512045138,-19.27497263383036,4.49146547851008,-4.291466276664849,1.7749716223354905e-5,0.0012437479725079402,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,NA,A. thaliana,a7875d016a09fb3df0ed2ab7486da4d6,Root,Caterpillar OS,ASV_728 (Sphingomonadaceae),A. thaliana-Root-Caterpillar OS,Sphingomonadaceae | ASV-728
ASV_808,5.677294354535813,-19.203763095604575,4.289843487354722,-4.47656497310729,7.585359081517852e-6,0.00123546536040222,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,B. oleracea,d5e007ffb5793bf28809edcb7af16491,Root,meJA 0.1mM,ASV_808 (Unknown_Family),B. oleracea-Root-meJA 0.1mM,Unknown_Family | Acidibacter_ASV-808
ASV_998,29.4741227715876,23.509867944900094,3.995189208062928,5.884544315811986,3.9915218164575905e-9,2.4319590090076756e-7,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,A. thaliana,fda2fd2136b9daa80f1b1ad2130886c7,Root,meJA 1mM,ASV_998 (Unknown_Family),A. thaliana-Root-meJA 1mM,Unknown_Family | Acidibacter_ASV-998
ASV_808,5.677294354535813,-19.16158789434056,4.289843487354723,-4.466733565181024,7.942294285662665e-6,6.205349057102526e-4,d__Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,B. oleracea,d5e007ffb5793bf28809edcb7af16491,Root,meJA 1mM,ASV_808 (Unknown_Family),B. oleracea-Root-meJA 1mM,Unknown_Family | Acidibacter_ASV-808
ASV_788,25.997212102865422,-22.333648608041646,3.9968780215928223,-5.587773378968747,2.2999951308765445e-8,6.7688856701696704e-6,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Xanthobacteraceae,Rhodoplanes,A. thaliana,38c3172641c48605cb2bdb2787d56a95,Root,meJA 0.1mM,ASV_788 (Xanthobacteraceae),A. thaliana-Root-meJA 0.1mM,Xanthobacteraceae | Rhodoplanes_ASV-788
ASV_1289,6.376255560556846,-22.412278180337818,4.273244718955847,-5.2447916406281045,1.5645903854497273e-7,7.03996065335617e-5,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,B. oleracea,c89f2db4d99e9de44b5ec07e05e348db,Root,meJA 0.1mM,ASV_1289 (Xanthobacteraceae),B. oleracea-Root-meJA 0.1mM,Xanthobacteraceae | Rhodopseudomonas_ASV-1289
ASV_328,164.5033551734421,26.215130276295515,3.994644737737482,6.562568638117102,5.2888681714291596e-11,2.7648063745908973e-8,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Xanthobacteraceae,NA,A. thaliana,fa93d2da1da7de82da3e066eb8608b98,Root,meJA 1mM,ASV_328 (Xanthobacteraceae),A. thaliana-Root-meJA 1mM,Xanthobacteraceae | ASV-328
ASV_467,100.03778615578253,24.691565103537844,3.994721183359886,6.18104843121247,6.367727583115078e-10,7.804557785857775e-8,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,A. thaliana,74f348f36da230816d33cff375c87852,Root,meJA 1mM,ASV_467 (Xanthobacteraceae),A. thaliana-Root-meJA 1mM,Xanthobacteraceae | Pseudorhodoplanes_ASV-467
ASV_911,6.544121950345201,21.820124871066202,3.997503570379898,5.458437869260628,4.80341888197263e-8,1.4501132138279534e-6,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Xanthobacteraceae,NA,A. thaliana,201ad2d8242171f7fbc464c11122784f,Root,meJA 1mM,ASV_911 (Xanthobacteraceae),A. thaliana-Root-meJA 1mM,Xanthobacteraceae | ASV-911
ASV_1289,6.376255560556846,-22.365239687995576,4.273244718955848,-5.233783964860417,1.660745466857005e-7,2.6489039952802914e-5,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,B. oleracea,c89f2db4d99e9de44b5ec07e05e348db,Root,meJA 1mM,ASV_1289 (Xanthobacteraceae),B. oleracea-Root-meJA 1mM,Xanthobacteraceae | Rhodopseudomonas_ASV-1289
ASV_788,25.997212102865422,-20.562394877078724,4.487479384552681,-4.582170326589348,4.601748299958503e-6,3.5639329596783877e-4,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Xanthobacteraceae,Rhodoplanes,A. thaliana,38c3172641c48605cb2bdb2787d56a95,Root,Caterpillar OS,ASV_788 (Xanthobacteraceae),A. thaliana-Root-Caterpillar OS,Xanthobacteraceae | Rhodoplanes_ASV-788
ASV_1289,6.376255560556846,-22.539199358624572,4.273244718955847,-5.274493000281985,1.3312359913358575e-7,4.363959329753138e-5,d__Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,B. oleracea,c89f2db4d99e9de44b5ec07e05e348db,Root,Caterpillar OS,ASV_1289 (Xanthobacteraceae),B. oleracea-Root-Caterpillar OS,Xanthobacteraceae | Rhodopseudomonas_ASV-1289
ASV_354,12.484448282344289,-23.1164412002361,4.165424737620556,-5.549600018326357,2.8632390912884753e-8,3.7665910245899894e-5,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,Chitinophagaceae,Taibaiella,B. oleracea,88f1cf846334ca4e3ddcbd0a051aee97,Soil,meJA 0.1mM,ASV_354 (Chitinophagaceae),B. oleracea-Soil-meJA 0.1mM,Chitinophagaceae | Taibaiella_ASV-354
ASV_990,17.13274131550412,23.224541101615984,3.9956673632541633,5.812431063506093,6.157204227155016e-9,3.1261805098782515e-7,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,Chitinophagaceae,Puia,A. thaliana,82190e35c9712793d0d1542130df056e,Root,meJA 1mM,ASV_990 (Chitinophagaceae),A. thaliana-Root-meJA 1mM,Chitinophagaceae | Puia_ASV-990
ASV_354,48.977436746714666,-24.994419219772414,4.271706294488162,-5.851155837193919,4.881685563171387e-9,2.8928869085035024e-6,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,Chitinophagaceae,Taibaiella,B. oleracea,88f1cf846334ca4e3ddcbd0a051aee97,Root,meJA 1mM,ASV_354 (Chitinophagaceae),B. oleracea-Root-meJA 1mM,Chitinophagaceae | Taibaiella_ASV-354
ASV_354,12.484448282344289,-23.215597113625318,4.165424737620555,-5.5734045327840755,2.498085738655133e-8,2.1908211928005514e-5,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,Chitinophagaceae,Taibaiella,B. oleracea,88f1cf846334ca4e3ddcbd0a051aee97,Soil,meJA 1mM,ASV_354 (Chitinophagaceae),B. oleracea-Soil-meJA 1mM,Chitinophagaceae | Taibaiella_ASV-354
ASV_354,48.977436746714666,-25.426629107285994,4.271706294488163,-5.952335519905547,2.6434274790482247e-9,3.4443860051998366e-6,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,Chitinophagaceae,Taibaiella,B. oleracea,88f1cf846334ca4e3ddcbd0a051aee97,Root,Caterpillar OS,ASV_354 (Chitinophagaceae),B. oleracea-Root-Caterpillar OS,Chitinophagaceae | Taibaiella_ASV-354
ASV_354,12.484448282344289,-23.132718847550603,4.165424737620556,-5.553507818452354,2.7999313574768257e-8,3.683309700760764e-5,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,Chitinophagaceae,Taibaiella,B. oleracea,88f1cf846334ca4e3ddcbd0a051aee97,Soil,Caterpillar OS,ASV_354 (Chitinophagaceae),B. oleracea-Soil-Caterpillar OS,Chitinophagaceae | Taibaiella_ASV-354
ASV_266,48.18665557280918,24.649554358793026,3.9947391757243076,6.170504074104834,6.807262126861379e-10,5.00844310983826e-7,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,A. thaliana,ca1e44396c5d533c9638ff14706d4d3b,Root,meJA 0.1mM,ASV_266 (Flavobacteriaceae),A. thaliana-Root-meJA 0.1mM,Flavobacteriaceae | Flavobacterium_ASV-266
ASV_451,21.367016883476705,19.587884078893282,3.67570780801804,5.329010112328588,9.874949910524631e-8,1.6003804448436073e-5,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,A. thaliana,0fc915ab18f1d13df3facd97af67c6da,Root,meJA 0.1mM,ASV_451 (Flavobacteriaceae),A. thaliana-Root-meJA 0.1mM,Flavobacteriaceae | Flavobacterium_ASV-451
ASV_266,8.177739319222836,22.213192522369447,4.165947545858671,5.332086464807117,9.709068637724836e-8,7.871627398035411e-5,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,A. thaliana,ca1e44396c5d533c9638ff14706d4d3b,Soil,meJA 0.1mM,ASV_266 (Flavobacteriaceae),A. thaliana-Soil-meJA 0.1mM,Flavobacteriaceae | Flavobacterium_ASV-266
ASV_266,6.0098234298076605,14.983611168165744,4.183608226786117,3.581504375154238,3.416214159643512e-4,0.046856074210689436,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,B. oleracea,ca1e44396c5d533c9638ff14706d4d3b,Root,meJA 0.1mM,ASV_266 (Flavobacteriaceae),B. oleracea-Root-meJA 0.1mM,Flavobacteriaceae | Flavobacterium_ASV-266
ASV_209,86.3424139259827,-25.69528142878119,3.9946538930784077,-6.432417455065071,1.2559023929266812e-10,2.805685945798206e-8,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,A. thaliana,fcc5096bfd4bede565ea8da830b3a1dc,Root,meJA 1mM,ASV_209 (Flavobacteriaceae),A. thaliana-Root-meJA 1mM,Flavobacteriaceae | Flavobacterium_ASV-209
ASV_274,15.85044235264698,-19.48531554058216,3.3795536688921137,-5.765647611972927,8.13448681188212e-9,3.6344887075489315e-7,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,A. thaliana,36a8dae6549d9d5572deb425fe539f44,Root,meJA 1mM,ASV_274 (Flavobacteriaceae),A. thaliana-Root-meJA 1mM,Flavobacteriaceae | Flavobacterium_ASV-274
ASV_451,21.367016883476705,18.895007014034206,3.6825639436485265,5.1309379288914245,2.8830197701862353e-7,6.44066616659605e-6,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,A. thaliana,0fc915ab18f1d13df3facd97af67c6da,Root,meJA 1mM,ASV_451 (Flavobacteriaceae),A. thaliana-Root-meJA 1mM,Flavobacteriaceae | Flavobacterium_ASV-451
ASV_989,6.666792345961576,19.705559828813588,4.0009012178570575,4.9252802695709095,8.423952438276142e-7,1.8450107595204804e-5,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,A. thaliana,c5da03422a9dc9843a7ee59349ed40a2,Root,meJA 1mM,ASV_989 (Flavobacteriaceae),A. thaliana-Root-meJA 1mM,Flavobacteriaceae | Flavobacterium_ASV-989
ASV_493,19.16812667257506,-22.026122335450076,3.329732935864874,-6.614981669612176,3.71597787940605e-11,6.677612249292672e-8,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,B. oleracea,498dc00c661222845b8c934a688a39c8,Root,meJA 1mM,ASV_493 (Flavobacteriaceae),B. oleracea-Root-meJA 1mM,Flavobacteriaceae | Flavobacterium_ASV-493
ASV_266,6.0098234298076605,15.009331588556423,4.182901528989108,3.5882584097512247,3.328942629837905e-4,0.024925457940911312,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,B. oleracea,ca1e44396c5d533c9638ff14706d4d3b,Root,meJA 1mM,ASV_266 (Flavobacteriaceae),B. oleracea-Root-meJA 1mM,Flavobacteriaceae | Flavobacterium_ASV-266
ASV_209,86.3424139259827,-24.713053128531374,4.485498559663387,-5.509544323738665,3.597637990995559e-8,2.400259024552252e-5,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,A. thaliana,fcc5096bfd4bede565ea8da830b3a1dc,Root,Caterpillar OS,ASV_209 (Flavobacteriaceae),A. thaliana-Root-Caterpillar OS,Flavobacteriaceae | Flavobacterium_ASV-209
ASV_451,21.367016883476705,22.418366715213494,4.0853932475976755,5.487444012494052,4.077912036276337e-8,2.400259024552252e-5,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,A. thaliana,0fc915ab18f1d13df3facd97af67c6da,Root,Caterpillar OS,ASV_451 (Flavobacteriaceae),A. thaliana-Root-Caterpillar OS,Flavobacteriaceae | Flavobacterium_ASV-451
ASV_1137,4.886413611236707,21.772686064228886,4.4487179602577,4.894148439782787,9.873229854380612e-7,1.5307859759520164e-4,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,A. thaliana,ba1b424d4edb4b195ceb353500300717,Root,Caterpillar OS,ASV_1137 (Flavobacteriaceae),A. thaliana-Root-Caterpillar OS,Flavobacteriaceae | Flavobacterium_ASV-1137
ASV_989,6.666792345961576,20.532048469312503,4.449482213139898,4.61448040149002,3.9407995739146275e-6,3.134533282711013e-4,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,A. thaliana,c5da03422a9dc9843a7ee59349ed40a2,Root,Caterpillar OS,ASV_989 (Flavobacteriaceae),A. thaliana-Root-Caterpillar OS,Flavobacteriaceae | Flavobacterium_ASV-989
ASV_1039,6.664471604800595,21.43686726988042,4.289054556702164,4.998040240915737,5.791590075193637e-7,1.2577403113295515e-4,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,B. oleracea,a202b7c5fa8aee0e2e6cfa14ca4e3273,Root,Caterpillar OS,ASV_1039 (Flavobacteriaceae),B. oleracea-Root-Caterpillar OS,Flavobacteriaceae | Flavobacterium_ASV-1039
ASV_266,6.0098234298076605,20.170162758739504,4.11412175497707,4.902665492176695,9.454490477800512e-7,1.8952617065498564e-4,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,B. oleracea,ca1e44396c5d533c9638ff14706d4d3b,Root,Caterpillar OS,ASV_266 (Flavobacteriaceae),B. oleracea-Root-Caterpillar OS,Flavobacteriaceae | Flavobacterium_ASV-266
ASV_607,10.449800565594439,-19.270461964911338,4.000959052607888,-4.816460681433505,1.4612694239729266e-6,2.5387120792489645e-4,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,Flavobacterium,B. oleracea,449e67700ae4a4d6543c3e0966783ddc,Root,Caterpillar OS,ASV_607 (Flavobacteriaceae),B. oleracea-Root-Caterpillar OS,Flavobacteriaceae | Flavobacterium_ASV-607
ASV_1235,5.31801120577125,-21.252345744675036,3.9964585075445602,-5.3177946685933595,1.0503249997896196e-7,1.6003804448436073e-5,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,A. thaliana,23d80b22e9fe9653d696c3cf3167a901,Root,meJA 0.1mM,ASV_1235 (Sphingobacteriaceae),A. thaliana-Root-meJA 0.1mM,Sphingobacteriaceae | Mucilaginibacter_ASV-1235
ASV_1011,26.71546103434541,24.453241785403677,3.995258464843056,6.120565665671961,9.324374664170592e-10,8.943429455176136e-8,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,A. thaliana,3faa8c56b3bf8dbfd53c285132d77373,Root,meJA 1mM,ASV_1011 (Sphingobacteriaceae),A. thaliana-Root-meJA 1mM,Sphingobacteriaceae | Mucilaginibacter_ASV-1011
ASV_1038,6.842333756725102,-23.59033071073407,3.9961077884103853,-5.903326927054208,3.562433262993788e-9,2.4319590090076756e-7,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,A. thaliana,22d9d069388ed12b53fe6c9b3588ac27,Root,meJA 1mM,ASV_1038 (Sphingobacteriaceae),A. thaliana-Root-meJA 1mM,Sphingobacteriaceae | Mucilaginibacter_ASV-1038
ASV_1235,5.31801120577125,-21.276639780034543,3.996458507544559,-5.323873559519826,1.0158052789088611e-7,2.5787602194118134e-6,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,A. thaliana,23d80b22e9fe9653d696c3cf3167a901,Root,meJA 1mM,ASV_1235 (Sphingobacteriaceae),A. thaliana-Root-meJA 1mM,Sphingobacteriaceae | Mucilaginibacter_ASV-1235
ASV_836,6.893207272091157,-21.454855905908662,4.287028811220338,-5.004598021304494,5.597872172557345e-7,1.3357180326205388e-4,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,A. thaliana,568fc60a86940e8fa9ca86b14dbfb7ce,Root,Caterpillar OS,ASV_836 (Sphingobacteriaceae),A. thaliana-Root-Caterpillar OS,Sphingobacteriaceae | Mucilaginibacter_ASV-836
ASV_1235,5.31801120577125,-21.470010495436032,4.487105744871155,-4.7848238299212476,1.7113737142926094e-6,1.9974705293723013e-4,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,A. thaliana,23d80b22e9fe9653d696c3cf3167a901,Root,Caterpillar OS,ASV_1235 (Sphingobacteriaceae),A. thaliana-Root-Caterpillar OS,Sphingobacteriaceae | Mucilaginibacter_ASV-1235
ASV_1038,6.842333756725102,-20.79499321452545,4.486793383520173,-4.634711571721732,3.5743549807427575e-6,3.005521916664553e-4,d__Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,A. thaliana,22d9d069388ed12b53fe6c9b3588ac27,Root,Caterpillar OS,ASV_1038 (Sphingobacteriaceae),A. thaliana-Root-Caterpillar OS,Sphingobacteriaceae | Mucilaginibacter_ASV-1038
ASV_1037,9.820556731795092,18.987729987200282,4.000499358599121,4.746339965381055,2.0713046351965544e-6,2.5399373089097745e-4,d__Bacteria,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,67-14,67-14,A. thaliana,3c909a95f78f1fb183d8c10f33f0fbe5,Root,meJA 0.1mM,ASV_1037 (67-14),A. thaliana-Root-meJA 0.1mM,67-14 | 67-14_ASV-1037
ASV_1037,9.820556731795092,21.225268508134125,3.996934243897414,5.31038721503643,1.0939256488086561e-7,2.7153665549317086e-6,d__Bacteria,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,67-14,67-14,A. thaliana,3c909a95f78f1fb183d8c10f33f0fbe5,Root,meJA 1mM,ASV_1037 (67-14),A. thaliana-Root-meJA 1mM,67-14 | 67-14_ASV-1037
ASV_956,5.8384990674978345,-22.26336461278405,4.273408276939841,-5.209744346900244,1.8910101524747962e-7,7.03996065335617e-5,d__Bacteria,Actinobacteriota,c__Actinobacteria,o__Micrococcales,Microbacteriaceae,NA,B. oleracea,87d662e1ccfdd7bd0f6d01b2dabe4c8d,Root,meJA 0.1mM,ASV_956 (Microbacteriaceae),B. oleracea-Root-meJA 0.1mM,Microbacteriaceae | ASV-956
ASV_956,5.8384990674978345,-22.252832251381083,4.273408276939842,-5.207279718968529,1.9162911485054974e-7,2.6489039952802914e-5,d__Bacteria,Actinobacteriota,c__Actinobacteria,o__Micrococcales,Microbacteriaceae,NA,B. oleracea,87d662e1ccfdd7bd0f6d01b2dabe4c8d,Root,meJA 1mM,ASV_956 (Microbacteriaceae),B. oleracea-Root-meJA 1mM,Microbacteriaceae | ASV-956
ASV_956,5.8384990674978345,-22.442603123108743,4.273408276939841,-5.251687100484521,1.5071233295386891e-7,4.363959329753138e-5,d__Bacteria,Actinobacteriota,c__Actinobacteria,o__Micrococcales,Microbacteriaceae,NA,B. oleracea,87d662e1ccfdd7bd0f6d01b2dabe4c8d,Root,Caterpillar OS,ASV_956 (Microbacteriaceae),B. oleracea-Root-Caterpillar OS,Microbacteriaceae | ASV-956
ASV_78,12.783770001210181,19.131695912245522,4.116461495584353,4.64760715793594,3.358076573891085e-6,6.73165196273859e-4,d__Bacteria,Actinobacteriota,c__Actinobacteria,o__Micrococcales,Micrococcaceae,NA,B. oleracea,c1d8f746065975c3dc82d29b9eee6f45,Root,meJA 0.1mM,ASV_78 (Micrococcaceae),B. oleracea-Root-meJA 0.1mM,Micrococcaceae | ASV-78
ASV_78,12.783770001210181,20.600128582114,4.11405387644929,5.007257853388473,5.521094250315492e-7,6.200878979885587e-5,d__Bacteria,Actinobacteriota,c__Actinobacteria,o__Micrococcales,Micrococcaceae,NA,B. oleracea,c1d8f746065975c3dc82d29b9eee6f45,Root,meJA 1mM,ASV_78 (Micrococcaceae),B. oleracea-Root-meJA 1mM,Micrococcaceae | ASV-78
ASV_605,7.124424783262061,20.49652900137359,4.289271242814461,4.778557438098629,1.7655732878887593e-6,1.762630665742278e-4,d__Bacteria,Actinobacteriota,c__Actinobacteria,o__Micrococcales,Micrococcaceae,NA,B. oleracea,281d4badbcc99017d98c9a0aa90e6fb2,Root,meJA 1mM,ASV_605 (Micrococcaceae),B. oleracea-Root-meJA 1mM,Micrococcaceae | ASV-605
ASV_78,12.783770001210181,17.644841386870798,4.12143038445438,4.281242127351068,1.858530049047708e-5,0.0028490172398931333,d__Bacteria,Actinobacteriota,c__Actinobacteria,o__Micrococcales,Micrococcaceae,NA,B. oleracea,c1d8f746065975c3dc82d29b9eee6f45,Root,Caterpillar OS,ASV_78 (Micrococcaceae),B. oleracea-Root-Caterpillar OS,Micrococcaceae | ASV-78
ASV_605,7.124424783262061,16.20946648922985,4.314163553658376,3.7572674952214906,1.7177884535934324e-4,0.02356082478981308,d__Bacteria,Actinobacteriota,c__Actinobacteria,o__Micrococcales,Micrococcaceae,NA,B. oleracea,281d4badbcc99017d98c9a0aa90e6fb2,Root,Caterpillar OS,ASV_605 (Micrococcaceae),B. oleracea-Root-Caterpillar OS,Micrococcaceae | ASV-605
ASV_453,40.679562116210164,23.856018125276666,3.995006191017264,5.971459613483631,2.351402741189159e-9,1.751011241272194e-7,d__Bacteria,Actinobacteriota,c__Actinobacteria,o__Micromonosporales,Micromonosporaceae,Actinoplanes,A. thaliana,8797e4b6612cb74af7a6866d0bda937f,Root,meJA 1mM,ASV_453 (Micromonosporaceae),A. thaliana-Root-meJA 1mM,Micromonosporaceae | Actinoplanes_ASV-453
ASV_914,13.201027817655945,22.84912311567937,3.996004941437105,5.717991706852598,1.0779040227108449e-8,4.300067119171478e-7,d__Bacteria,Actinobacteriota,c__Actinobacteria,o__Micromonosporales,Micromonosporaceae,Actinoplanes,A. thaliana,05f6970d3f265f7f66482f7f75e274ba,Root,meJA 1mM,ASV_914 (Micromonosporaceae),A. thaliana-Root-meJA 1mM,Micromonosporaceae | Actinoplanes_ASV-914
ASV_748,13.701123585985078,-23.598411962260762,3.9953554037403616,-5.906461272548735,3.4953441646947748e-9,1.714466312782787e-6,d__Bacteria,Actinobacteriota,c__Actinobacteria,o__Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,A. thaliana,5a3db50b2c047d9a711496828a8028cc,Root,meJA 0.1mM,ASV_748 (Pseudonocardiaceae),A. thaliana-Root-meJA 0.1mM,Pseudonocardiaceae | Saccharothrix_ASV-748
